experiment,condition,protocol,genotype,pupilSize,freq,gain1,gain2
7,Awake,Singletone,Alpha9KO,Medium,8838,NaN,NaN
7,Awake,Singletone,Alpha9KO,Medium,9380,NaN,NaN
7,Awake,Singletone,Alpha9KO,Medium,9925,NaN,NaN
7,Awake,Singletone,Alpha9KO,Medium,10473,NaN,NaN
7,Awake,Singletone,Alpha9KO,Medium,11023,NaN,NaN
7,Awake,Singletone,Alpha9KO,Medium,11575,NaN,NaN
7,Awake,Singletone,Alpha9KO,Medium,12130,NaN,NaN
7,Awake,Singletone,Alpha9KO,Medium,12688,NaN,NaN
7,Awake,Singletone,Alpha9KO,Medium,13248,NaN,NaN
7,Awake,Singletone,Alpha9KO,Medium,13810,NaN,NaN
7,Awake,Singletone,Alpha9KO,Medium,14375,NaN,NaN
8,Awake,Singletone,Alpha9KO,Medium,4068,NaN,NaN
8,Awake,Singletone,Alpha9KO,Medium,4588,NaN,NaN
8,Awake,Singletone,Alpha9KO,Medium,5110,NaN,NaN
8,Awake,Singletone,Alpha9KO,Medium,5635,NaN,NaN
8,Awake,Singletone,Alpha9KO,Medium,6163,NaN,NaN
8,Awake,Singletone,Alpha9KO,Medium,6693,NaN,NaN
8,Awake,Singletone,Alpha9KO,Medium,7225,NaN,NaN
8,Awake,Singletone,Alpha9KO,Medium,7760,NaN,NaN
8,Awake,Singletone,Alpha9KO,Medium,8298,NaN,NaN
8,Awake,Singletone,Alpha9KO,Medium,8838,NaN,NaN
8,Awake,Singletone,Alpha9KO,Medium,9380,NaN,NaN
8,Awake,Singletone,Alpha9KO,Medium,9925,NaN,NaN
8,Awake,Singletone,Alpha9KO,Medium,10473,NaN,NaN
8,Awake,Singletone,Alpha9KO,Medium,11023,NaN,NaN
8,Awake,Singletone,Alpha9KO,Medium,11575,NaN,NaN
8,Awake,Singletone,Alpha9KO,Medium,12130,NaN,NaN
8,Awake,Singletone,Alpha9KO,Medium,12688,NaN,NaN
8,Awake,Singletone,Alpha9KO,Medium,13248,NaN,NaN
8,Awake,Singletone,Alpha9KO,Medium,13810,NaN,NaN
8,Awake,Singletone,Alpha9KO,Medium,14375,NaN,NaN
9,Awake,Singletone,Alpha9KO,Medium,4068,NaN,7.57653864735519
9,Awake,Singletone,Alpha9KO,Medium,4588,-5.66975324756081,6.27654682205981
9,Awake,Singletone,Alpha9KO,Medium,5110,-3.68735459134938,8.12780952014862
9,Awake,Singletone,Alpha9KO,Medium,5635,-4.40419907509274,7.93034777946284
9,Awake,Singletone,Alpha9KO,Medium,6163,NaN,8.24882149251088
9,Awake,Singletone,Alpha9KO,Medium,6693,-4.3638616241111,9.62591689458898
9,Awake,Singletone,Alpha9KO,Medium,7225,-3.40376492491646,11.6387176473427
9,Awake,Singletone,Alpha9KO,Medium,7760,-0.810059904530466,17.4971423062367
9,Awake,Singletone,Alpha9KO,Medium,8298,5.76469593792146,22.1734119133874
9,Awake,Singletone,Alpha9KO,Medium,8838,12.6193251108276,24.3422843319354
9,Awake,Singletone,Alpha9KO,Medium,9380,18.2304612314986,24.9738354271543
9,Awake,Singletone,Alpha9KO,Medium,9925,26.0030028102976,25.308097363045
9,Awake,Singletone,Alpha9KO,Medium,10473,22.7889492025087,24.6145342048155
9,Awake,Singletone,Alpha9KO,Medium,11023,23.2734400683412,24.5087023595025
9,Awake,Singletone,Alpha9KO,Medium,11575,23.6075264314221,23.1209562205841
9,Awake,Singletone,Alpha9KO,Medium,12130,21.4021486551687,19.8500674738966
9,Awake,Singletone,Alpha9KO,Medium,12688,33.7034374366013,21.9399653573069
9,Awake,Singletone,Alpha9KO,Medium,13248,NaN,NaN
9,Awake,Singletone,Alpha9KO,Medium,13810,NaN,24.5893105627615
9,Awake,Singletone,Alpha9KO,Medium,14375,NaN,NaN
10,Awake,Singletone,Alpha9KO,Medium,4068,NaN,6.8781043056052
10,Awake,Singletone,Alpha9KO,Medium,4588,NaN,6.23489008948651
10,Awake,Singletone,Alpha9KO,Medium,5110,-4.83094373152717,8.47756385141424
10,Awake,Singletone,Alpha9KO,Medium,5635,-7.04299431342212,7.90105204479148
10,Awake,Singletone,Alpha9KO,Medium,6163,NaN,7.88308811153298
10,Awake,Singletone,Alpha9KO,Medium,6693,NaN,9.33539461915583
10,Awake,Singletone,Alpha9KO,Medium,7225,-6.26541793701943,11.7297958978331
10,Awake,Singletone,Alpha9KO,Medium,7760,0.776365679313084,17.8091477062275
10,Awake,Singletone,Alpha9KO,Medium,8298,5.58674427129362,21.702732436919
10,Awake,Singletone,Alpha9KO,Medium,8838,12.8687265190781,24.1127208311948
10,Awake,Singletone,Alpha9KO,Medium,9380,18.1804515371992,25.3961715635484
10,Awake,Singletone,Alpha9KO,Medium,9925,26.1429576157289,25.571702310388
10,Awake,Singletone,Alpha9KO,Medium,10473,22.7408486963565,24.5056876363293
10,Awake,Singletone,Alpha9KO,Medium,11023,24.0840942914585,24.5004742046063
10,Awake,Singletone,Alpha9KO,Medium,11575,24.4346902911955,23.4278868863967
10,Awake,Singletone,Alpha9KO,Medium,12130,22.0233192176286,19.9280527244231
10,Awake,Singletone,Alpha9KO,Medium,12688,26.2887954986278,20.5988286546422
10,Awake,Singletone,Alpha9KO,Medium,13248,29.6800603536036,NaN
10,Awake,Singletone,Alpha9KO,Medium,13810,NaN,22.3210960331535
10,Awake,Singletone,Alpha9KO,Medium,14375,NaN,NaN
11,Awake,Singletone,Alpha9KO,Medium,4068,NaN,7.53792423542663
11,Awake,Singletone,Alpha9KO,Medium,4588,NaN,5.11833491244103
11,Awake,Singletone,Alpha9KO,Medium,5110,NaN,6.23288130846361
11,Awake,Singletone,Alpha9KO,Medium,5635,2.48411581171546,7.36118121503659
11,Awake,Singletone,Alpha9KO,Medium,6163,0.43881395074856,6.14854852362454
11,Awake,Singletone,Alpha9KO,Medium,6693,NaN,8.17333897288534
11,Awake,Singletone,Alpha9KO,Medium,7225,NaN,10.2729535449017
11,Awake,Singletone,Alpha9KO,Medium,7760,4.71980023825479,12.2232032850861
11,Awake,Singletone,Alpha9KO,Medium,8298,5.38977032344515,15.4799613971838
11,Awake,Singletone,Alpha9KO,Medium,8838,9.49445443182545,21.0042601524342
11,Awake,Singletone,Alpha9KO,Medium,9380,9.60403431791937,22.7795551713167
11,Awake,Singletone,Alpha9KO,Medium,9925,16.6751575993365,24.3190677343551
11,Awake,Singletone,Alpha9KO,Medium,10473,18.3000994187224,23.7898756745246
11,Awake,Singletone,Alpha9KO,Medium,11023,22.7752740451969,24.6724067811787
11,Awake,Singletone,Alpha9KO,Medium,11575,25.6879215999038,24.9179242193466
11,Awake,Singletone,Alpha9KO,Medium,12130,22.3648083208167,25.4144582897092
11,Awake,Singletone,Alpha9KO,Medium,12688,NaN,23.7344669603938
11,Awake,Singletone,Alpha9KO,Medium,13248,32.4931239776968,25.3440612045134
11,Awake,Singletone,Alpha9KO,Medium,13810,NaN,NaN
11,Awake,Singletone,Alpha9KO,Medium,14375,NaN,NaN
12,Awake,Singletone,Alpha9KO,Medium,4068,NaN,NaN
12,Awake,Singletone,Alpha9KO,Medium,4588,NaN,NaN
12,Awake,Singletone,Alpha9KO,Medium,5110,NaN,NaN
12,Awake,Singletone,Alpha9KO,Medium,5635,NaN,NaN
12,Awake,Singletone,Alpha9KO,Medium,6163,NaN,NaN
12,Awake,Singletone,Alpha9KO,Medium,6693,NaN,NaN
12,Awake,Singletone,Alpha9KO,Medium,7225,NaN,NaN
12,Awake,Singletone,Alpha9KO,Medium,7760,NaN,NaN
12,Awake,Singletone,Alpha9KO,Medium,8298,NaN,NaN
12,Awake,Singletone,Alpha9KO,Medium,8838,NaN,NaN
12,Awake,Singletone,Alpha9KO,Medium,9380,NaN,NaN
12,Awake,Singletone,Alpha9KO,Medium,9925,NaN,NaN
12,Awake,Singletone,Alpha9KO,Medium,10473,NaN,NaN
12,Awake,Singletone,Alpha9KO,Medium,11023,NaN,NaN
12,Awake,Singletone,Alpha9KO,Medium,11575,NaN,NaN
12,Awake,Singletone,Alpha9KO,Medium,12130,NaN,NaN
12,Awake,Singletone,Alpha9KO,Medium,12688,NaN,NaN
12,Awake,Singletone,Alpha9KO,Medium,13248,NaN,NaN
12,Awake,Singletone,Alpha9KO,Medium,13810,NaN,NaN
12,Awake,Singletone,Alpha9KO,Medium,14375,NaN,NaN
7,Awake,Singletone,Alpha9KO,Large,4068,NaN,NaN
7,Awake,Singletone,Alpha9KO,Large,4588,NaN,NaN
7,Awake,Singletone,Alpha9KO,Large,5110,NaN,NaN
7,Awake,Singletone,Alpha9KO,Large,5635,NaN,NaN
7,Awake,Singletone,Alpha9KO,Large,6163,NaN,NaN
7,Awake,Singletone,Alpha9KO,Large,6693,NaN,NaN
7,Awake,Singletone,Alpha9KO,Large,7225,NaN,NaN
7,Awake,Singletone,Alpha9KO,Large,7760,NaN,NaN
7,Awake,Singletone,Alpha9KO,Large,8298,NaN,NaN
7,Awake,Singletone,Alpha9KO,Large,8838,NaN,NaN
7,Awake,Singletone,Alpha9KO,Large,9380,NaN,NaN
7,Awake,Singletone,Alpha9KO,Large,9925,NaN,NaN
7,Awake,Singletone,Alpha9KO,Large,10473,NaN,NaN
7,Awake,Singletone,Alpha9KO,Large,11023,NaN,NaN
7,Awake,Singletone,Alpha9KO,Large,11575,NaN,NaN
7,Awake,Singletone,Alpha9KO,Large,12130,NaN,NaN
7,Awake,Singletone,Alpha9KO,Large,12688,NaN,NaN
7,Awake,Singletone,Alpha9KO,Large,13248,NaN,NaN
7,Awake,Singletone,Alpha9KO,Large,13810,NaN,NaN
7,Awake,Singletone,Alpha9KO,Large,14375,NaN,NaN
8,Awake,Singletone,Alpha9KO,Large,4068,NaN,NaN
8,Awake,Singletone,Alpha9KO,Large,4588,NaN,NaN
8,Awake,Singletone,Alpha9KO,Large,5110,NaN,NaN
8,Awake,Singletone,Alpha9KO,Large,5635,NaN,NaN
8,Awake,Singletone,Alpha9KO,Large,6163,NaN,NaN
8,Awake,Singletone,Alpha9KO,Large,6693,NaN,NaN
8,Awake,Singletone,Alpha9KO,Large,7225,NaN,NaN
8,Awake,Singletone,Alpha9KO,Large,7760,NaN,NaN
8,Awake,Singletone,Alpha9KO,Large,8298,NaN,NaN
8,Awake,Singletone,Alpha9KO,Large,8838,NaN,NaN
8,Awake,Singletone,Alpha9KO,Large,9380,NaN,NaN
8,Awake,Singletone,Alpha9KO,Large,9925,NaN,NaN
8,Awake,Singletone,Alpha9KO,Large,10473,NaN,NaN
8,Awake,Singletone,Alpha9KO,Large,11023,NaN,NaN
8,Awake,Singletone,Alpha9KO,Large,11575,NaN,NaN
8,Awake,Singletone,Alpha9KO,Large,12130,NaN,NaN
8,Awake,Singletone,Alpha9KO,Large,12688,NaN,NaN
8,Awake,Singletone,Alpha9KO,Large,13248,NaN,NaN
8,Awake,Singletone,Alpha9KO,Large,13810,NaN,NaN
8,Awake,Singletone,Alpha9KO,Large,14375,NaN,NaN
9,Awake,Singletone,Alpha9KO,Large,4068,NaN,NaN
9,Awake,Singletone,Alpha9KO,Large,4588,NaN,NaN
9,Awake,Singletone,Alpha9KO,Large,5110,NaN,NaN
9,Awake,Singletone,Alpha9KO,Large,5635,NaN,NaN
9,Awake,Singletone,Alpha9KO,Large,6163,NaN,NaN
9,Awake,Singletone,Alpha9KO,Large,6693,NaN,NaN
9,Awake,Singletone,Alpha9KO,Large,7225,NaN,NaN
9,Awake,Singletone,Alpha9KO,Large,7760,NaN,NaN
9,Awake,Singletone,Alpha9KO,Large,8298,NaN,NaN
9,Awake,Singletone,Alpha9KO,Large,8838,NaN,NaN
9,Awake,Singletone,Alpha9KO,Large,9380,NaN,NaN
9,Awake,Singletone,Alpha9KO,Large,9925,NaN,NaN
9,Awake,Singletone,Alpha9KO,Large,10473,NaN,NaN
9,Awake,Singletone,Alpha9KO,Large,11023,NaN,NaN
9,Awake,Singletone,Alpha9KO,Large,11575,NaN,NaN
9,Awake,Singletone,Alpha9KO,Large,12130,NaN,NaN
9,Awake,Singletone,Alpha9KO,Large,12688,NaN,NaN
9,Awake,Singletone,Alpha9KO,Large,13248,NaN,NaN
9,Awake,Singletone,Alpha9KO,Large,13810,NaN,NaN
9,Awake,Singletone,Alpha9KO,Large,14375,NaN,NaN
10,Awake,Singletone,Alpha9KO,Large,4068,NaN,NaN
10,Awake,Singletone,Alpha9KO,Large,4588,NaN,NaN
10,Awake,Singletone,Alpha9KO,Large,5110,NaN,NaN
10,Awake,Singletone,Alpha9KO,Large,5635,NaN,NaN
10,Awake,Singletone,Alpha9KO,Large,6163,NaN,NaN
10,Awake,Singletone,Alpha9KO,Large,6693,NaN,NaN
10,Awake,Singletone,Alpha9KO,Large,7225,NaN,NaN
10,Awake,Singletone,Alpha9KO,Large,7760,NaN,NaN
10,Awake,Singletone,Alpha9KO,Large,8298,NaN,NaN
10,Awake,Singletone,Alpha9KO,Large,8838,NaN,NaN
10,Awake,Singletone,Alpha9KO,Large,9380,NaN,NaN
10,Awake,Singletone,Alpha9KO,Large,9925,NaN,NaN
10,Awake,Singletone,Alpha9KO,Large,10473,NaN,NaN
10,Awake,Singletone,Alpha9KO,Large,11023,NaN,NaN
10,Awake,Singletone,Alpha9KO,Large,11575,NaN,NaN
10,Awake,Singletone,Alpha9KO,Large,12130,NaN,NaN
10,Awake,Singletone,Alpha9KO,Large,12688,NaN,NaN
10,Awake,Singletone,Alpha9KO,Large,13248,NaN,NaN
10,Awake,Singletone,Alpha9KO,Large,13810,NaN,NaN
10,Awake,Singletone,Alpha9KO,Large,14375,NaN,NaN
11,Awake,Singletone,Alpha9KO,Large,4068,NaN,NaN
11,Awake,Singletone,Alpha9KO,Large,4588,NaN,NaN
11,Awake,Singletone,Alpha9KO,Large,5110,NaN,NaN
11,Awake,Singletone,Alpha9KO,Large,5635,NaN,NaN
11,Awake,Singletone,Alpha9KO,Large,6163,NaN,NaN
11,Awake,Singletone,Alpha9KO,Large,6693,NaN,NaN
11,Awake,Singletone,Alpha9KO,Large,7225,NaN,NaN
11,Awake,Singletone,Alpha9KO,Large,7760,NaN,NaN
11,Awake,Singletone,Alpha9KO,Large,8298,NaN,NaN
11,Awake,Singletone,Alpha9KO,Large,8838,NaN,NaN
11,Awake,Singletone,Alpha9KO,Large,9380,NaN,NaN
11,Awake,Singletone,Alpha9KO,Large,9925,NaN,NaN
11,Awake,Singletone,Alpha9KO,Large,10473,NaN,NaN
11,Awake,Singletone,Alpha9KO,Large,11023,NaN,NaN
11,Awake,Singletone,Alpha9KO,Large,11575,NaN,NaN
11,Awake,Singletone,Alpha9KO,Large,12130,NaN,NaN
11,Awake,Singletone,Alpha9KO,Large,12688,NaN,NaN
11,Awake,Singletone,Alpha9KO,Large,13248,NaN,NaN
11,Awake,Singletone,Alpha9KO,Large,13810,NaN,NaN
11,Awake,Singletone,Alpha9KO,Large,14375,NaN,NaN
12,Awake,Singletone,Alpha9KO,Large,4068,NaN,NaN
12,Awake,Singletone,Alpha9KO,Large,4588,NaN,NaN
12,Awake,Singletone,Alpha9KO,Large,5110,NaN,NaN
12,Awake,Singletone,Alpha9KO,Large,5635,NaN,NaN
12,Awake,Singletone,Alpha9KO,Large,6163,NaN,NaN
12,Awake,Singletone,Alpha9KO,Large,6693,NaN,NaN
12,Awake,Singletone,Alpha9KO,Large,7225,NaN,NaN
12,Awake,Singletone,Alpha9KO,Large,7760,NaN,NaN
12,Awake,Singletone,Alpha9KO,Large,8298,NaN,NaN
12,Awake,Singletone,Alpha9KO,Large,8838,NaN,NaN
12,Awake,Singletone,Alpha9KO,Large,9380,NaN,NaN
12,Awake,Singletone,Alpha9KO,Large,9925,NaN,NaN
12,Awake,Singletone,Alpha9KO,Large,10473,NaN,NaN
12,Awake,Singletone,Alpha9KO,Large,11023,NaN,NaN
12,Awake,Singletone,Alpha9KO,Large,11575,NaN,NaN
12,Awake,Singletone,Alpha9KO,Large,12130,NaN,NaN
12,Awake,Singletone,Alpha9KO,Large,12688,NaN,NaN
12,Awake,Singletone,Alpha9KO,Large,13248,NaN,NaN
12,Awake,Singletone,Alpha9KO,Large,13810,NaN,NaN
12,Awake,Singletone,Alpha9KO,Large,14375,NaN,NaN
1,Awake,TM,WT,Small,4068,NaN,NaN
1,Awake,TM,WT,Small,4588,NaN,NaN
1,Awake,TM,WT,Small,5110,NaN,NaN
1,Awake,TM,WT,Small,5635,NaN,NaN
1,Awake,TM,WT,Small,6163,NaN,NaN
1,Awake,TM,WT,Small,6693,NaN,NaN
1,Awake,TM,WT,Small,7225,NaN,NaN
1,Awake,TM,WT,Small,7760,NaN,NaN
1,Awake,TM,WT,Small,8298,NaN,NaN
1,Awake,TM,WT,Small,8838,NaN,NaN
1,Awake,TM,WT,Small,9380,NaN,NaN
1,Awake,TM,WT,Small,9925,NaN,NaN
1,Awake,TM,WT,Small,10473,NaN,NaN
1,Awake,TM,WT,Small,11023,NaN,NaN
1,Awake,TM,WT,Small,11575,NaN,NaN
1,Awake,TM,WT,Small,12130,NaN,NaN
1,Awake,TM,WT,Small,12688,NaN,NaN
1,Awake,TM,WT,Small,13248,NaN,NaN
1,Awake,TM,WT,Small,13810,NaN,NaN
1,Awake,TM,WT,Small,14375,NaN,NaN
2,Awake,TM,WT,Small,4068,NaN,NaN
2,Awake,TM,WT,Small,4588,NaN,NaN
2,Awake,TM,WT,Small,5110,NaN,NaN
2,Awake,TM,WT,Small,5635,NaN,NaN
2,Awake,TM,WT,Small,6163,NaN,NaN
2,Awake,TM,WT,Small,6693,NaN,NaN
2,Awake,TM,WT,Small,7225,NaN,NaN
2,Awake,TM,WT,Small,7760,NaN,NaN
2,Awake,TM,WT,Small,8298,NaN,NaN
2,Awake,TM,WT,Small,8838,NaN,NaN
2,Awake,TM,WT,Small,9380,NaN,NaN
2,Awake,TM,WT,Small,9925,NaN,NaN
2,Awake,TM,WT,Small,10473,NaN,NaN
2,Awake,TM,WT,Small,11023,NaN,NaN
2,Awake,TM,WT,Small,11575,NaN,NaN
2,Awake,TM,WT,Small,12130,NaN,NaN
2,Awake,TM,WT,Small,12688,NaN,NaN
2,Awake,TM,WT,Small,13248,NaN,NaN
2,Awake,TM,WT,Small,13810,NaN,NaN
2,Awake,TM,WT,Small,14375,NaN,NaN
3,Awake,TM,WT,Small,4068,NaN,NaN
3,Awake,TM,WT,Small,4588,NaN,NaN
3,Awake,TM,WT,Small,5110,NaN,NaN
3,Awake,TM,WT,Small,5635,NaN,NaN
3,Awake,TM,WT,Small,6163,NaN,NaN
3,Awake,TM,WT,Small,6693,NaN,NaN
3,Awake,TM,WT,Small,7225,NaN,NaN
3,Awake,TM,WT,Small,7760,NaN,NaN
3,Awake,TM,WT,Small,8298,NaN,NaN
3,Awake,TM,WT,Small,8838,NaN,NaN
3,Awake,TM,WT,Small,9380,NaN,NaN
3,Awake,TM,WT,Small,9925,NaN,NaN
3,Awake,TM,WT,Small,10473,NaN,NaN
3,Awake,TM,WT,Small,11023,NaN,NaN
3,Awake,TM,WT,Small,11575,NaN,NaN
3,Awake,TM,WT,Small,12130,NaN,NaN
3,Awake,TM,WT,Small,12688,NaN,NaN
3,Awake,TM,WT,Small,13248,NaN,NaN
3,Awake,TM,WT,Small,13810,NaN,NaN
3,Awake,TM,WT,Small,14375,NaN,NaN
4,Awake,TM,WT,Small,4068,NaN,NaN
4,Awake,TM,WT,Small,4588,NaN,NaN
4,Awake,TM,WT,Small,5110,NaN,NaN
4,Awake,TM,WT,Small,5635,NaN,NaN
4,Awake,TM,WT,Small,6163,NaN,NaN
4,Awake,TM,WT,Small,6693,NaN,NaN
4,Awake,TM,WT,Small,7225,NaN,NaN
4,Awake,TM,WT,Small,7760,NaN,NaN
4,Awake,TM,WT,Small,8298,NaN,NaN
4,Awake,TM,WT,Small,8838,NaN,NaN
4,Awake,TM,WT,Small,9380,NaN,NaN
4,Awake,TM,WT,Small,9925,NaN,NaN
4,Awake,TM,WT,Small,10473,NaN,NaN
4,Awake,TM,WT,Small,11023,NaN,NaN
4,Awake,TM,WT,Small,11575,NaN,NaN
4,Awake,TM,WT,Small,12130,NaN,NaN
4,Awake,TM,WT,Small,12688,NaN,NaN
4,Awake,TM,WT,Small,13248,NaN,NaN
4,Awake,TM,WT,Small,13810,NaN,NaN
4,Awake,TM,WT,Small,14375,NaN,NaN
5,Awake,TM,WT,Small,4068,NaN,NaN
5,Awake,TM,WT,Small,4588,NaN,NaN
5,Awake,TM,WT,Small,5110,NaN,NaN
5,Awake,TM,WT,Small,5635,NaN,NaN
5,Awake,TM,WT,Small,6163,NaN,NaN
5,Awake,TM,WT,Small,6693,NaN,NaN
5,Awake,TM,WT,Small,7225,NaN,NaN
5,Awake,TM,WT,Small,7760,NaN,NaN
5,Awake,TM,WT,Small,8298,NaN,NaN
5,Awake,TM,WT,Small,8838,NaN,NaN
5,Awake,TM,WT,Small,9380,NaN,NaN
5,Awake,TM,WT,Small,9925,NaN,NaN
5,Awake,TM,WT,Small,10473,NaN,NaN
5,Awake,TM,WT,Small,11023,NaN,NaN
5,Awake,TM,WT,Small,11575,NaN,NaN
5,Awake,TM,WT,Small,12130,NaN,NaN
5,Awake,TM,WT,Small,12688,NaN,NaN
5,Awake,TM,WT,Small,13248,NaN,NaN
5,Awake,TM,WT,Small,13810,NaN,NaN
5,Awake,TM,WT,Small,14375,NaN,NaN
6,Awake,TM,WT,Small,4068,NaN,NaN
6,Awake,TM,WT,Small,4588,NaN,NaN
6,Awake,TM,WT,Small,5110,NaN,NaN
6,Awake,TM,WT,Small,5635,NaN,NaN
6,Awake,TM,WT,Small,6163,NaN,NaN
6,Awake,TM,WT,Small,6693,NaN,NaN
6,Awake,TM,WT,Small,7225,NaN,NaN
6,Awake,TM,WT,Small,7760,NaN,NaN
6,Awake,TM,WT,Small,8298,NaN,NaN
6,Awake,TM,WT,Small,8838,NaN,NaN
6,Awake,TM,WT,Small,9380,NaN,NaN
6,Awake,TM,WT,Small,9925,NaN,NaN
6,Awake,TM,WT,Small,10473,NaN,NaN
6,Awake,TM,WT,Small,11023,NaN,NaN
6,Awake,TM,WT,Small,11575,NaN,NaN
6,Awake,TM,WT,Small,12130,NaN,NaN
6,Awake,TM,WT,Small,12688,NaN,NaN
6,Awake,TM,WT,Small,13248,NaN,NaN
6,Awake,TM,WT,Small,13810,NaN,NaN
6,Awake,TM,WT,Small,14375,NaN,NaN
1,Awake,TM,WT,Medium,4068,NaN,NaN
1,Awake,TM,WT,Medium,4588,NaN,NaN
1,Awake,TM,WT,Medium,5110,NaN,NaN
1,Awake,TM,WT,Medium,5635,NaN,NaN
1,Awake,TM,WT,Medium,6163,NaN,NaN
1,Awake,TM,WT,Medium,6693,NaN,NaN
1,Awake,TM,WT,Medium,7225,NaN,NaN
1,Awake,TM,WT,Medium,7760,NaN,NaN
1,Awake,TM,WT,Medium,8298,NaN,NaN
1,Awake,TM,WT,Medium,8838,NaN,NaN
1,Awake,TM,WT,Medium,9380,NaN,NaN
1,Awake,TM,WT,Medium,9925,NaN,NaN
1,Awake,TM,WT,Medium,10473,NaN,NaN
1,Awake,TM,WT,Medium,11023,NaN,NaN
1,Awake,TM,WT,Medium,11575,NaN,NaN
1,Awake,TM,WT,Medium,12130,NaN,NaN
1,Awake,TM,WT,Medium,12688,NaN,NaN
1,Awake,TM,WT,Medium,13248,NaN,NaN
1,Awake,TM,WT,Medium,13810,NaN,NaN
1,Awake,TM,WT,Medium,14375,NaN,NaN
2,Awake,TM,WT,Medium,4068,NaN,NaN
2,Awake,TM,WT,Medium,4588,NaN,NaN
2,Awake,TM,WT,Medium,5110,NaN,NaN
2,Awake,TM,WT,Medium,5635,NaN,NaN
2,Awake,TM,WT,Medium,6163,NaN,NaN
2,Awake,TM,WT,Medium,6693,NaN,NaN
2,Awake,TM,WT,Medium,7225,NaN,NaN
2,Awake,TM,WT,Medium,7760,NaN,NaN
2,Awake,TM,WT,Medium,8298,NaN,NaN
2,Awake,TM,WT,Medium,8838,NaN,NaN
2,Awake,TM,WT,Medium,9380,NaN,NaN
2,Awake,TM,WT,Medium,9925,NaN,NaN
2,Awake,TM,WT,Medium,10473,NaN,NaN
2,Awake,TM,WT,Medium,11023,NaN,NaN
2,Awake,TM,WT,Medium,11575,NaN,NaN
2,Awake,TM,WT,Medium,12130,NaN,NaN
2,Awake,TM,WT,Medium,12688,NaN,NaN
2,Awake,TM,WT,Medium,13248,NaN,NaN
2,Awake,TM,WT,Medium,13810,NaN,NaN
2,Awake,TM,WT,Medium,14375,NaN,NaN
3,Awake,TM,WT,Medium,4068,NaN,NaN
3,Awake,TM,WT,Medium,4588,NaN,NaN
3,Awake,TM,WT,Medium,5110,NaN,NaN
3,Awake,TM,WT,Medium,5635,NaN,NaN
3,Awake,TM,WT,Medium,6163,NaN,NaN
3,Awake,TM,WT,Medium,6693,NaN,NaN
3,Awake,TM,WT,Medium,7225,NaN,NaN
3,Awake,TM,WT,Medium,7760,NaN,NaN
3,Awake,TM,WT,Medium,8298,NaN,NaN
3,Awake,TM,WT,Medium,8838,NaN,NaN
3,Awake,TM,WT,Medium,9380,NaN,NaN
3,Awake,TM,WT,Medium,9925,NaN,NaN
3,Awake,TM,WT,Medium,10473,NaN,NaN
3,Awake,TM,WT,Medium,11023,NaN,NaN
3,Awake,TM,WT,Medium,11575,NaN,NaN
3,Awake,TM,WT,Medium,12130,NaN,NaN
3,Awake,TM,WT,Medium,12688,NaN,NaN
3,Awake,TM,WT,Medium,13248,NaN,NaN
3,Awake,TM,WT,Medium,13810,NaN,NaN
3,Awake,TM,WT,Medium,14375,NaN,NaN
4,Awake,TM,WT,Medium,4068,NaN,NaN
4,Awake,TM,WT,Medium,4588,NaN,NaN
4,Awake,TM,WT,Medium,5110,NaN,NaN
4,Awake,TM,WT,Medium,5635,NaN,NaN
4,Awake,TM,WT,Medium,6163,NaN,NaN
4,Awake,TM,WT,Medium,6693,NaN,NaN
4,Awake,TM,WT,Medium,7225,NaN,NaN
4,Awake,TM,WT,Medium,7760,NaN,NaN
4,Awake,TM,WT,Medium,8298,NaN,NaN
4,Awake,TM,WT,Medium,8838,NaN,NaN
4,Awake,TM,WT,Medium,9380,NaN,NaN
4,Awake,TM,WT,Medium,9925,NaN,NaN
4,Awake,TM,WT,Medium,10473,NaN,NaN
4,Awake,TM,WT,Medium,11023,NaN,NaN
4,Awake,TM,WT,Medium,11575,NaN,NaN
4,Awake,TM,WT,Medium,12130,NaN,NaN
4,Awake,TM,WT,Medium,12688,NaN,NaN
4,Awake,TM,WT,Medium,13248,NaN,NaN
4,Awake,TM,WT,Medium,13810,NaN,NaN
4,Awake,TM,WT,Medium,14375,NaN,NaN
5,Awake,TM,WT,Medium,4068,NaN,NaN
5,Awake,TM,WT,Medium,4588,NaN,NaN
5,Awake,TM,WT,Medium,5110,NaN,NaN
5,Awake,TM,WT,Medium,5635,NaN,NaN
5,Awake,TM,WT,Medium,6163,NaN,NaN
5,Awake,TM,WT,Medium,6693,NaN,NaN
5,Awake,TM,WT,Medium,7225,NaN,NaN
5,Awake,TM,WT,Medium,7760,NaN,NaN
5,Awake,TM,WT,Medium,8298,NaN,NaN
5,Awake,TM,WT,Medium,8838,NaN,NaN
5,Awake,TM,WT,Medium,9380,NaN,NaN
5,Awake,TM,WT,Medium,9925,NaN,NaN
5,Awake,TM,WT,Medium,10473,NaN,NaN
5,Awake,TM,WT,Medium,11023,NaN,NaN
5,Awake,TM,WT,Medium,11575,NaN,NaN
5,Awake,TM,WT,Medium,12130,NaN,NaN
5,Awake,TM,WT,Medium,12688,NaN,NaN
5,Awake,TM,WT,Medium,13248,NaN,NaN
5,Awake,TM,WT,Medium,13810,NaN,NaN
5,Awake,TM,WT,Medium,14375,NaN,NaN
6,Awake,TM,WT,Medium,4068,NaN,NaN
